# BAM files: ~/data/SOC/SOC-2745-226696.bam, ~/data/SOC/SOC-2774-227362.bam, ~/data/SOC/SOC-5936-294158.bam, ~/data/SOC/SOC-6075-291944.bam, ~/data/SOC/SOC-6752-315581.bam, ~/data/SOC/SOC-7165-343100.bam, ~/data/SOC/SOC-7637-361542.bam, ~/data/SOC/SOC-7777-371281.bam, ~/data/SOC/SOC-8272-401299.bam, ~/data/SOC/SOC-11199-480891.bam, ~/data/SOC/SOC-849-206653.bam, ~/data/SOC/SOC-1255-501160.bam, ~/data/SOC/SOC-2427-221981.bam, ~/data/SOC/SOC-2674-224814.bam, ~/data/SOC/SOC-2742-225553.bam, ~/data/SOC/SOC-4808-260525.bam, ~/data/SOC/SOC-5439-266610.bam, ~/data/SOC/SOC-5606-277617.bam, ~/data/SOC/SOC-5653-277626.bam, ~/data/SOC/SOC-5691-278006.bam
# phenotypes: chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemoresistant, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive, chemosensitive
# total alignments: 14612031, 106336729, 18330606, 112217237, 14635266, 15379488, 12814697, 13461028, 17491779, 16221093, 14494734, 13801318, 14949521, 18045259, 17407390, 15334240, 14903259, 13804476, 18588809, 18601214
# annotations: /home/cwarth/R/x86_64-unknown-linux-gnu-library/3.0/qarp/python/hg19-refSeq-union.gtf
# gene count: 16897
# interactive: FALSE
# commandline: --genefile /home/cwarth/data/SOC/genelist.txt
# date: 2013-11-15 09:48:38
gene	raw	rpm	area
BRWD3	0.387	0.178	0.028
BTBD9	0.451	0.119	0.166
C11orf46	0.748	0.314	0.533
C12orf48	0.348	0.044	0.532
C13orf36	0.104	0.27	0.85
C1orf159	0.085	0.596	0.101
C21orf96:RUNX1	0.064	0.519	0.127
C2orf79	0.126	0.461	0.055
CBLB	0.363	0.131	0.011
CC2D1B	0.358	0.026	0.012
CCDC45	0.33	0.571	0.237
CLCNKB	0.39	0.561	0.371
CYTH3	0.062	0.1	0.005
DFFB	0.052	0.074	0.128
DGKQ	0.115	0.584	0.074
DHRS3	0.547	0.509	0.01
DNHD1	0.799	0.882	0.876
EPHA4	0.259	0.581	0.201
FAM13B	0.293	0.362	0.053
FAM45A:FAM45B	0.419	0.298	0.403
FUK	0.505	0.355	0.352
GTF2A2	0.359	0.206	0.117
GUCY1A2	0.065	0.128	0.57
LOXL2	0.072	0.299	0.263
MARK4	0.06	0.369	0.225
MRPS33	0.919	0.058	0.674
NOP16	0.464	0.055	0.02
NRIP2	0.138	0.168	0.119
PBX3	0.184	0.317	0.656
PHAX	0.235	0.028	0.001
RAB11FIP5	0.013	0.053	0.693
RPL26L1	0.46	0.053	0.046
SLC4A3	0.017	0.018	0.046
SRR	0.612	0.011	0.102
TAZ	0.315	0.678	0.515
TOM1L1	0.329	0.452	0.38
UGCG	0.364	0.107	0.721
VPS25	0.255	0.559	0.196
ZBTB45	0.37	0.374	0.345
ZFYVE9	0.363	0.537	0.213
ZNF639	0.664	0.109	0.657
ALDH1A2	0.019	0.039	0.517
ALDH4A1	0.006	0.011	0.048
ATXN1	0.498	0.009	0.364
C2orf60	0.317	0.022	0.033
C7orf68	0.384	0.212	0.084
CCDC132	0.515	0.122	0.01
CENPO	0.049	0.533	0.344
DST	0.376	0.765	0.132
GPATCH1	0.096	0.71	0.151
IPO11:LRRC70	0.524	0.128	0.504
KRBA1	0.311	0.791	0.331
LIG3	0.405	0.139	0.106
LOC388564	0.273	0.17	0.917
LOC619207	0.324	0.911	0.077
LOC643406	0.113	0.151	0.135
LOC644714	0.245	0.744	0.598
LSM5	0.349	0.08	0.081
MAPK8	0.386	0.388	0.41
MICAL1	0.504	0.564	0.101
MRPL46	0.369	0.189	0.085
NCRNA00173	0.13	0.535	0.8
NGEF	0.445	0.823	0.32
NID1	0.017	0.08	0.082
PDP2	0.168	0.14	0.076
RAPGEF6	0.229	0.854	0.351
RASSF4	0.428	0.082	0.01
RNF122	0.034	0.082	0.014
RPS27L	0.458	0.257	0.091
SERPINB2*	0.131	0.247	0.039
SESN3	0.186	0.582	0.007
SLC36A1	0.121	0.725	0.289
SUV39H2	0.388	0.002	0.001
TFCP2L1	0.237	0.394	0.85
TKTL1*	0.854	0.838	0.63
USP30	0.121	0.519	0.365
VKORC1L1	0.262	0.218	0.049
YIPF4	0.725	0.19	0.328
ZC3HC1	0.189	0.716	0.118
ZCCHC6	0.794	0.128	0.482
AIG1	0.519	0.037	0.007
ANKRD5	0.286	0.613	0.011
AP4E1:LOC100132724	0.033	0.028	0.006
ARMCX6	0.471	0.08	0.018
C21orf29:KRTAP10-1:KRTAP10-2:KRTAP10-3:KRTAP10-5:KRTAP10-6:KRTAP12-1:KRTAP12-2:KRTAP12-4*	0.214	0.341	0.865
C22orf39	0.884	0.288	0.529
CASC5	0.382	0.025	0.195
CCDC58	0.554	0.005	0.245
CDC26	0.768	0.023	0.357
CHRNB1	0.082	0.04	0.071
CISD2	0.468	0.044	0.021
DDX52	0.521	0.025	0.272
FAM110C	0.64	0.647	0.856
FBXL7	0.017	0.043	0.438
GINS4	0.22	0.578	0.102
HINT3	0.431	0.006	0.158
IL1RAP	0.08	0.296	0.467
JAK2	0.435	0.404	0.515
LIFR:MIR3650	0.644	0.412	0.174
LOC100131257	0.048	0.041	0.173
LOC339535*	0.37	0.715	0.874
LOC440910*	0.822	0.155	0.681
MBD5	0.352	0.159	0.045
MDM1	0.261	0.668	0.225
MIR4310:SPTBN5	0.517	0.464	0.009
MIR608:SEMA4G	0.004	0.018	0.126
MTRR	0.313	0.153	0.12
MVD	0.654	0.094	0.24
NUAK1	0.131	0.646	0.81
PHF11	0.329	0.09	0.063
RBM4B	0.283	0.186	0.007
RNF138	0.447	0.486	0.111
RNF185	0.439	0.176	0.471
S1PR2	0.025	0.026	0.203
SMAP1	0.487	0.039	0.002
TDRKH	0.204	0.363	0.162
TMEM51	0.208	0.608	0.119
TMEM90B	0.746	0.337	0.668
TRNP1	0.663	0.737	0.023
TUBA1A	0.269	0.297	0.178
UBE2W	0.612	0.052	0.079
UTP14A	0.665	0.002	0.163
ALS2CR4	0.42	0.417	0.201
ARHGEF10	0.027	0.05	0.851
AS3MT:C10orf32:C10orf32-AS3MT	0.066	0.171	0.255
BBS4	0.053	0.312	0.152
C12orf29	0.371	0.33	0.302
C17orf95	0.6	0.035	0.413
C1orf124	0.514	0.176	0.51
C1orf96	0.282	0.857	0.351
CACNA1B	0.093	0.245	0.134
CDK7	0.479	0.21	0.304
COX11	0.312	0.623	0.577
CSGALNACT2	0.378	0.284	0.392
GRIP2	0.084	0.361	0.017
GTF2A1L:STON1:STON1-GTF2A1L	0.254	0.939	0.429
HSPA4L	0.061	0.202	0.644
LAIR1	0.032	0.083	0.039
LNX2	0.091	0.102	0.106
ME3	0.168	0.862	0.307
MTFP1	0.625	0.15	0.455
PDE3A	0.465	0.811	0.536
PGM5P2	0.096	0.108	0.745
PLS1	0.595	0.303	0.752
PPARA	0.286	0.151	0.118
PPIH	0.543	0.003	0.164
PPP1R3B	0.021	0.021	0.041
PSMD10	0.487	0.005	0.435
RSPRY1	0.343	0.458	0.16
SAMD11	0.202	0.599	0.422
SELM	0.862	0.774	0.426
SEMA6D	0.373	0.763	0.02
SGMS2	0.064	0.044	0.162
STAG3	0.175	0.577	0.399
STOX1	0.432	0.72	0.694
TRAF6	0.251	0.717	0.295
TTC38	0.227	0.967	0.444
WDR41	0.25	0.752	0.401
WDR52	0.09	0.588	0.826
ZNF408	0.323	0.053	0.003
ZNF45	0.458	0.849	0.968
C15orf23	0.484	0.03	0.3
C5orf32	0.147	0.688	0.096
CASP3	0.455	0.021	0.034
CCDC61	0.261	0.893	0.718
CCDC78	0.007	0.015	0.85
CECR5	0.38	0.478	0.166
CYBB	0.417	0.153	0.369
DENND2D	0.512	0.069	0.208
DENND4A	0.86	0.291	0.431
DHX35	0.39	0.202	0.18
DKK3	0.063	0.159	0.101
ENPP5	0.638	0.025	0.103
FTSJ2	0.272	0.211	0.002
FUT10	0.031	0.144	0.426
HPSE	0.43	0.139	0.011
ITGA2	0.134	0.699	0.209
KCNRG:TRIM13	0.197	0.322	0.063
LOC100132247	0.081	0.597	0.431
LOC84856	0.455	0.487	0.073
MICAL2	0.18	0.328	0.6
NEU3	0.413	0.157	0.25
NUDT14	0.765	0.207	0.825
PAPLN	0.341	0.359	0.065
PLCL1	0.462	0.786	0.547
RBM41	0.154	0.351	0.011
SLC26A11	0.034	0.456	0.688
TP53INP2	0.165	0.333	0.002
TRAPPC2	0.095	0.012	0.019
TRMT5	0.445	0.016	0.327
UTP23	0.118	0.135	0.043
ZNF318	0.475	0.024	0.307
ZNF707	0.605	0.047	0.295
ZNF76	0.458	0.014	0.037
ZSWIM1	0.129	0.239	0.085
ANXA9	0.301	0.279	0.165
APOC1	0.33	0.141	0.018
ARMC5	0.024	0.228	0.102
C12orf43	0.093	0.782	0.772
C3orf75	0.21	0.987	0.906
CCDC53	0.29	0.661	0.487
CCDC86	0.35	0.164	0.035
CENPBD1	0.139	0.132	0.005
CHMP4C	0.565	0.063	0.933
COQ7	0.194	0.362	0.03
CT45A5*	0.39	0.284	0.122
CTAGE5	0.275	0.032	0.032
DNASE1	0.015	0.028	0.246
E2F8	0.429	0.032	0.3
EGLN3	0.355	0.205	0.373
FAM122C	0.014	0.031	0.205
FAM20C	0.058	0.225	0.84
HCCS	0.104	0.005	0.065
IDO1*	0.061	0.039	0.297
INSIG1	0.786	0.009	0.661
LOC100130015	0.094	0.122	0.018
LOX	0.93	0.747	0.628
METTL1	0.204	0.686	0.185
MRPL45	0.268	0.941	0.813
NUP54	0.519	0.062	0.186
RAB27A	0.138	0.027	0.022
RASSF9	0.527	0.03	0.026
RPP30	0.379	0.242	0.288
SCMH1	0.399	0.585	0.799
SEC24A	0.678	0.277	0.281
SLC24A5	0.47	0.052	0.088
SNCG	0.65	0.411	0.426
STRADB	0.369	0.732	0.472
TRIM71*	0.739	0.977	0.926
ZBTB33	0.444	0.002	0.812
AMPD3	0.477	0.53	0.516
APIP	0.424	0.016	0.117
ATAT1	0.311	0.758	0.521
ATF1	0.454	0.022	0.025
ATP9B	0.247	0.375	0.121
C19orf46	0.217	0.817	0.311
CDC37L1	0.746	0.224	0.336
CHAC1	0.309	0.666	0.896
DONSON	0.607	0.321	0.033
FAM134B	0.193	0.429	0.839
FIZ1	0.16	0.748	0.592
FRMD4B	0.59	0.046	0.465
INPP5A	0.031	0.326	0.14
L3MBTL4:MIR4317	0.069	0.325	0.46
MBTPS2:YY2	0.363	0.687	0.41
MOBKL1A	0.362	0.023	0.067
OSGIN2	0.643	0.084	0.381
PAQR7	0.034	0.184	0.039
PI4K2B	0.341	0.01	0.592
PMS2	0.186	0.288	0.125
RAB36	0.241	0.368	0.221
RAPGEF5	0.447	0.513	0.348
RGS19	0.323	0.477	0.601
SIRT2	0.412	0.186	0.025
SLC35D2	0.859	0.144	0.398
SNTA1	0.216	0.801	0.423
SNX8	0.09	0.524	0.094
SUGT1	0.346	0.667	0.895
TIMM10	0.677	0.044	0.621
TMEM65	0.629	0.085	0.028
WDR27	0.297	0.421	0.315
ZNF473	0.265	0.476	0.012
ADAMTSL4:MIR4257	0.02	0.041	0.547
AMN	0.643	0.868	0.677
ANKRD37	0.011	0.103	0.011
C14orf145	0.888	0.19	0.617
CDK19	0.341	0.306	0.263
CINP	0.63	0.052	0.223
CPPED1	0.333	0.084	0.067
DAGLB	0.23	0.3	0.018
DNAH1	0.468	0.565	0.254
DUS3L	0.38	0.435	0.158
ENOPH1	0.543	0.003	0.019
FKRP	0.335	0.1	0.015
GLI3	0.023	0.063	0.203
GPR98	0.061	0.13	0.301
GXYLT1	0.374	0.028	0.023
HAUS2	0.34	0.155	0.163
HEATR3	0.409	0.014	0.307
HOXC4:HOXC5:HOXC6:MIR615	0.369	0.847	0.098
IGF2:INS:INS-IGF2:MIR483	0.365	0.453	0.25
JMJD6	0.334	0.067	0.024
LSM10	0.303	0.326	0.202
MLF1IP	0.498	0.333	0.863
MNAT1	0.496	0.319	0.343
MOBKL2A	0.084	0.251	0.222
PLCB4	0.535	0.832	0.46
PRKAB2	0.211	0.439	0.177
PURA	0.01	0.285	0.06
RAB11FIP3	0.111	0.477	0.207
RNFT2	0.1	0.518	0.732
RPS6KB1	0.436	0.184	0.035
SLAIN2	0.432	0.07	0.066
SNN	0.041	0.085	0.163
TP53I13	0.215	0.592	0.09
UBE2A	0.615	0.001	0.112
UIMC1	0.167	0.599	0.314
USP46	0.412	0.074	0.125
WDR18	0.061	0.356	0.351
ZNF323	0.465	0.196	0.731
ZNF595:ZNF718	0.518	0.271	0.567
BCL11A	0.898	0.121	0.332
CKAP2L	0.627	0.52	0.189
COMMD3	0.314	0.296	0.146
CTSO	0.6	0.349	0.256
DBR1	0.429	0.001	0.037
DCUN1D4	0.459	0.545	0.826
DNAJB9	0.203	0.877	0.512
ENTPD5	0.581	0.016	0.227
FOXN2	0.333	0.637	0.685
GPATCH2	0.254	0.935	0.905
KIFAP3	0.314	0.56	0.373
LIN9	0.47	0.302	0.651
LOC100128252	0.41	0.042	0.109
MARVELD3	0.463	0.041	0.41
MAST1	0.804	0.996	0.655
MFAP5	0.291	0.672	0.007
MGC2752	0.209	0.124	0.104
MRPL40	0.669	0.21	0.247
NACAD	0.053	0.202	0.538
ORC5	0.704	0.044	0.168
PLEKHM3	0.133	0.151	0.15
REV3L	0.4	0.67	0.341
SEC16B	0.149	0.689	0.237
SECTM1	0.183	0.108	0.23
SLC39A8	0.587	0.547	0.065
SPAG1	0.435	0.427	0.978
TET2	0.368	0.542	0.785
TMEM45B	0.524	0.502	0.335
TSSC1	0.201	0.424	0.085
ZMYM1	0.41	0.771	0.37
AGPAT2	0.139	0.861	0.568
C1orf216	0.457	0.094	0.233
CCDC24	0.177	0.539	0.033
COL4A6	0.015	0.03	0.462
DCUN1D3	0.298	0.993	0.846
FAM98B	0.356	0.075	0.045
FOXO1	0.048	0.356	0.121
GJB5*	0.606	0.738	0.752
GLT8D2	0.007	0.023	0.47
GTF2A1:SNORA79	0.263	0.473	0.333
GTF3C4	0.478	0.248	0.372
HIST1H2AC	0.453	0.225	0.008
HMGCL	0.219	0.366	0.04
LMBRD1	0.789	0.123	0.275
LOC155060	0.252	0.638	0.522
LSM2	0.606	0.037	0.019
MIR548W:TANC2	0.245	0.726	0.278
MPV17L2	0.116	0.52	0.214
PARD6A	0.016	0.075	0.648
PDZD11	0.338	0.443	0.127
PIAS4	0.123	0.3	0.051
RASSF5	0.136	0.324	0.033
RNF170	0.014	0.069	0.005
RORA	0.063	0.079	0.312
SDPR	0.047	0.078	0.033
SEMA3C	0.029	0.143	0.003
SLC25A32	0.317	0.01	0.023
SLC28A3	0.5	0.501	0.381
SMARCAD1	0.393	0.11	0.005
SNX9	0.657	0.015	0.208
TADA2B	0.147	0.074	0.031
TBCC	0.728	0.002	0.075
TMEM102	0.417	0.459	0.691
TTC13	0.594	0.096	0.728
XPA	0.805	0.163	0.786
ZNF398	0.346	0.006	0.058
ZNF654	0.334	0.668	0.728
ZNF696	0.419	0.039	0.043
ZNF74	0.315	0.384	0.066
ZNF814	0.424	0.046	0.066
C13orf15	0.894	0.441	0.652
C9orf80	0.134	0.062	0.043
CLCN2	0.587	0.235	0.288
CRTAC1	0.944	0.496	0.081
FEM1C	0.649	0.012	0.232
G6PC3	0.296	0.751	0.423
HLA-DMB	0.146	0.021	0.123
IQGAP2	0.568	0.918	0.875
LGR6	0.087	0.293	0.087
LOC284837	0.099	0.367	0.03
MAD1L1	0.059	0.463	0.255
MAP3K13	0.104	0.714	0.734
MPV17	0.103	0.474	0.202
NIPSNAP3A	0.432	0.038	0.118
NT5DC1	0.491	0.243	0.15
PLXNA2	0.597	0.436	0.191
RFC3	0.692	0.091	0.795
SCAMP5	0.098	0.432	0.142
SCOC	0.591	0.009	0.647
SFT2D3	0.396	0.07	0.095
SIRT1	0.359	0.321	0.191
SNHG5:SNORD50A:SNORD50B	0.799	0.196	0.25
STX18	0.369	0.01	0.064
SYNJ1	0.191	0.551	0.273
TGFA	0.331	0.577	0.243
VPS13A	0.715	0.044	0.505
ZMYND19	0.677	0.135	0.486
ZNF429	0.134	0.438	0.207
ARRB2	0.275	0.308	0.252
B3GNT9	0.092	0.278	0.108
C14orf129	0.453	0.019	0.454
C22orf25:MIR185	0.165	0.657	0.21
C6orf145	0.258	0.821	0.05
CCDC159	0.008	0.071	0.241
CDR2	0.121	0.644	0.112
DHRS13	0.43	0.077	0.463
DIXDC1	0.018	0.052	0.483
DNAJA4	0.359	0.671	0.027
ESRRG	0.444	0.342	0.315
FBXL16	0.037	0.193	0.118
GBP5	0.031	0.007	0.003
HLA-DOA	0.043	0.025	0.005
KIF12	0.406	0.205	0.551
LOC147727	0.032	0.148	0.158
LOC202781	0.32	0.049	0.017
LOC728752	0.041	0.054	0.022
METRN	0.165	0.48	0.128
MIR548J:TPST2	0.686	0.06	0.401
MTCP1:MTCP1NB	0.828	0.025	0.202
NRF1	0.353	0.438	0.551
PION	0.311	0.753	0.447
PITPNM3	0.266	0.776	0.034
RAD54B	0.902	0.294	0.858
RUNDC2A:SNX29	0.045	0.651	0.4
SCYL3	0.532	0.017	0.223
SLC22A23	0.367	0.961	0.719
SLC4A5	0.216	0.031	0.01
SLFN11	0.478	0.403	0.416
SYT13	0.062	0.109	0.264
SYT17	0.169	0.49	0.559
TBCEL	0.226	0.831	0.654
TFPT	0.57	0.021	0.046
TIMM9	0.471	0.14	0.009
TRPM5	0.026	0.059	0.41
VAV1	0.371	0.609	0.117
ZC3H12C	0.276	0.671	0.351
ZNF136	0.166	0.61	0.274
ZNF28	0.797	0.964	0.303
ZNF518B	0.683	0.52	0.25
ABCA3	0.215	0.752	0.691
ACSL1:SLED1	0.615	0.362	0.161
AFAP1L2	0.824	0.924	0.105
ALOX5	0.602	0.904	0.535
APOBEC3F	0.057	0.011	0.005
ATE1	0.305	0.778	0.409
C14orf102	0.615	0.21	0.458
C3orf38	0.512	0.003	0.06
C7	0.027	0.044	0.384
CCDC91	0.326	0.976	0.494
COG1	0.45	0.106	0.204
DNAH11	0.059	0.116	0.183
DNAJC1	0.318	0.137	0.024
ECHDC2	0.262	0.688	0.106
EFNA4	0.097	0.303	0.371
FRY	0.124	0.27	0.525
GHDC	0.299	0.704	0.184
GPR133	0.015	0.123	0.944
GTF2H2B	0.168	0.592	0.302
KIAA1949	0.413	0.191	0.091
MAP2K4:MIR744	0.305	0.91	0.609
MAP3K4	0.352	0.076	0.012
MIR1262:WLS	0.151	0.308	0.146
MLF1	0.311	0.899	0.665
NPR2	0.205	0.472	0.486
PDCD2L	0.185	0.845	0.199
PMAIP1	0.59	0.364	0.564
PPARD	0.43	0.014	0.084
RNF24	0.333	0.352	0.077
SAAL1	0.206	0.845	0.241
SGCE	0.256	0.803	0.272
SLC7A6OS	0.165	0.835	0.307
SS18L2	0.779	0.064	0.673
SUCLA2	0.143	0.809	0.284
TATDN3	0.119	0.128	0.034
TMEM150A	0.172	0.831	0.533
TTC39C	0.389	0.044	0.096
USP38	0.752	0.028	0.557
VARS2	0.463	0.048	0.033
ZDHHC1	0.025	0.165	0.081
ZNF486	0.394	0.769	0.496
ZNF564	0.147	0.726	0.432
ZNF627	0.114	0.586	0.603
ACO1	0.705	0.053	0.062
ADAP1	0.144	0.47	0.076
AGAP6	0.363	0.726	0.288
APOBEC3C	0.39	0.059	0.079
AXL	0.064	0.423	0.08
BCAR3	0.292	0.837	0.29
C15orf40	0.393	0.132	0.547
C9orf130	0.026	0.1	0.238
CCNC	0.776	0.002	0.55
CD34	0.78	0.186	0.723
CDC45	0.419	0.019	0.298
CEP72	0.278	0.453	0.466
DDB2	0.337	0.366	0.399
DRG2	0.304	0.615	0.552
DUSP11	0.46	0.062	0.126
DUSP12	0.405	0.144	0.07
EIF1AD	0.372	0.049	0.029
ELOVL5	0.496	0.035	0.037
ETAA1	0.42	0.904	0.929
FOXN1*	0.093	0.313	0.961
GTSE1	0.521	0.099	0.191
GUSBP1	0.007	0.05	0.791
HRAS	0.175	0.667	0.099
ISCA1	0.449	0.339	0.533
KLF9	0.119	0.432	0.293
LOC731275	0.136	0.067	0.109
MAP7D2:MIR23C	0.726	0.71	0.095
METTL2B	0.411	0.003	0.02
MUM1	0.123	0.624	0.321
NAT14	0.312	0.421	0.16
PBLD	0.34	0.477	0.633
PTPRC	0.158	0.065	0.245
RPUSD3	0.364	0.587	0.593
TMEM106B	0.436	0.241	0.367
ZNF48	0.044	0.171	0.074
ZNF593	0.142	0.63	0.012
ZNF772	0.076	0.003	0.006
BTN2A2	0.17	0.004	0.548
C20orf29	0.44	0.148	0.798
C20orf7	0.805	0.009	0.209
CBX8	0.295	0.489	0.008
CENPE	0.432	0.196	0.584
CLP1	0.331	0.044	0.012
COL14A1	0.013	0.096	0.212
COMMD9	0.108	0.586	0.222
COX19	0.038	0.097	0.002
EDA:MIR676	0.35	0.501	0.233
EGFLAM	0.468	0.604	0.316
EIF2C3	0.611	0.213	0.22
ETHE1	0.429	0.634	0.878
FBN1	0.115	0.309	0.299
GPR137B	0.224	0.537	0.059
JPH2	0.887	0.876	0.673
KIAA1211	0.55	0.171	0.017
LOC729082	0.404	0.257	0.326
LRWD1	0.228	0.24	0.373
MAPK7	0.092	0.506	0.789
MLYCD	0.224	0.735	0.198
MRPL36	0.18	0.008	0.053
NDFIP2	0.337	0.545	0.396
NUBP1	0.263	0.691	0.523
PGM2	0.871	0.038	0.788
POLK	0.109	0.686	0.793
PPM1K	0.602	0.922	0.537
PTN	0.905	0.33	0.661
SMTN	0.311	0.671	0.61
SNIP1	0.332	0.251	0.042
TBCCD1	0.03	0.041	0.032
TIGD5	0.648	0.149	0.24
TMEM67	0.22	0.854	0.681
TMEM79	0.05	0.486	0.522
TMLHE	0.436	0.479	0.951
TNFRSF19	0.223	0.253	0.69
TRIM35	0.117	0.407	0.037
ZNF510	0.484	0.111	0.137
ABTB1	0.269	0.51	0.163
ACP5	0.634	0.158	0.153
BBS10	0.251	0.771	0.606
C17orf37	0.281	0.219	0.099
C2orf47	0.498	0.002	0.02
CDH11	0.19	0.416	0.058
CENPM	0.602	0.687	0.316
CPEB3	0.509	0.476	0.301
CTU1	0.695	0.425	0.697
DNAJB5	0.578	0.613	0.698
DR1	0.23	0.641	0.263
F2R	0.115	0.06	0.021
IL22RA1	0.043	0.228	0.771
IRAK4	0.285	0.076	0.018
ISCA2	0.586	0.07	0.041
KIAA0776	0.618	0.041	0.381
LOC285074	0.242	0.402	0.155
LOC493754	0.112	0.501	0.219
LRIG2	0.187	0.595	0.152
LTB	0.88	0.722	0.768
MAPK8IP2	0.004	0.021	0.436
MARCH8	0.337	0.704	0.425
METTL12:SNORA57	0.449	0.208	0.79
MIER2	0.079	0.464	0.143
MYBL1	0.616	0.472	0.509
NCRNA00202	0.264	0.675	0.088
NUMBL	0.134	0.55	0.075
OLFML3	0.009	0.025	0.197
ORAOV1	0.353	0.437	0.771
PDE6D	0.171	0.557	0.167
PKIG	0.175	0.756	0.234
PLXDC2	0.483	0.349	0.452
RAB8B	0.144	0.933	0.877
SLC30A7	0.304	0.09	0.031
SSNA1	0.224	0.325	0.05
STON2	0.84	0.107	0.147
TMOD2	0.089	0.039	0.114
TRAPPC2L	0.047	0.315	0.001
TRMU	0.614	0.206	0.385
ANKRD50	0.295	0.668	0.052
ARHGEF10L	0.061	0.498	0.148
C10orf10	0.322	0.421	0.692
C10orf57	0.434	0.474	0.038
C16orf59	0.228	0.785	0.587
C17orf80	0.311	0.051	0.016
C5orf41	0.176	0.876	0.38
CCDC90A	0.476	0.001	0.328
CX3CL1	0.796	0.51	0.168
DCP1B	0.128	0.454	0.485
EDN2*	0.085	0.334	0.795
EIF2C2	0.66	0.002	0.474
EXOSC9	0.565	0.023	0.422
FAM173A	0.019	0.232	0.133
FAM46A	0.878	0.913	0.385
FAM46B	0.071	0.28	0.409
FER1L4	0.121	0.48	0.504
FGD3	0.456	0.168	0.23
FZD1	0.065	0.355	0.09
GPAM	0.204	0.722	0.49
HDDC2	0.346	0.29	0.316
HNMT	0.616	0.91	0.392
L3MBTL1	0.111	0.411	0.154
LMBR1L	0.175	0.522	0.941
LOC146880	0.61	0.09	0.55
MSI2	0.074	0.215	0.006
MTFR1	0.624	0.04	0.09
MTX3	0.139	0.22	0.043
NLK	0.42	0.104	0.109
PCDHB14	0.086	0.087	0.028
PLBD1	0.827	0.273	0.408
PUS3	0.538	0.676	0.718
RGAG4	0.12	0.541	0.092
SMURF2	0.415	0.491	0.08
SPATA2L	0.013	0.48	0.222
SPIN4	0.389	0.636	0.096
TSC22D3	0.33	0.405	0.085
TXNDC9	0.41	0.211	0.793
WDR5B	0.309	0.184	0.123
ZDHHC21	0.667	0.227	0.15
ZFHX2	0.815	0.907	0.102
ZNF41	0.033	0.184	0.204
ZNF75A	0.398	0.809	0.458
ACD	0.017	0.165	0.155
ARHGEF5	0.322	0.447	0.081
BLM	0.814	0.01	0.669
BTN3A2	0.243	0.022	0.051
C1orf91	0.304	0.972	0.957
C20orf177	0.309	0.178	0.034
DDX28	0.481	0.159	0.281
ERCC4	0.17	0.199	0.024
FABP3	0.008	0.02	0.298
FRA10AC1	0.429	0.192	0.126
GLS2	0.078	0.321	0.314
GUF1	0.326	0.064	0.085
HIRIP3	0.128	0.526	0.102
IER3	0.363	0.346	0.011
MAMDC4	0.075	0.165	0.192
MRPL50	0.657	0.106	0.734
NT5E	0.373	0.533	0.269
PDE8A	0.29	0.417	0.292
PIGN	0.332	0.804	0.392
PIK3AP1	0.641	0.036	0.95
PRTFDC1	0.377	0.997	0.625
RNF183	0.287	0.135	0.092
RNF215	0.416	0.215	0.085
RPL22L1	0.672	0.126	0.434
SEPT7P2	0.06	0.154	0.094
SLC35B3	0.282	0.004	0.518
SPAST	0.016	0.059	0.008
TTC30A	0.7	0.37	0.093
USP13	0.217	0.404	0.046
ZBTB41	0.476	0.123	0.208
ZFP57*	0.451	0.696	0.395
ZNF273	0.138	0.086	0.271
ZNF668	0.125	0.507	0.721
ZNF701	0.386	0.399	0.209
ZNHIT2	0.139	0.787	0.098
ANKRD36B	0.305	0.543	0.345
BEND3	0.791	0.023	0.265
BRCA2	0.49	0.439	0.379
C12orf45	0.292	0.47	0.412
C1orf126	0.102	0.251	0.847
CCDC66	0.225	0.346	0.022
FAAH	0.482	0.865	0.019
FAM120C	0.387	0.71	0.674
FHDC1	0.47	0.002	0.019
FTSJD1	0.659	0.142	0.549
GABBR1	0.065	0.079	0.223
INPP5E	0.127	0.327	0.01
KCTD18	0.405	0.125	0.143
KIF18A	0.268	0.107	0.095
KITLG	0.397	0.737	0.561
LOC100133957	0.048	0.376	0.332
LOC550643	0.34	0.27	0.062
MIR600:NCRNA00287	0.258	0.656	0.136
NHLRC3	0.412	0.174	0.09
PCYOX1L	0.002	0.032	0.142
RAB15	0.542	0.026	0.616
RYR1	0.269	0.578	0.584
SBK1	0.115	0.262	0.355
SNAPC1	0.383	0.285	0.337
SRRM5	0.148	0.285	0.398
STYK1	0.759	0.521	0.371
TIE1	0.244	0.619	0.434
TMCC3	0.039	0.073	0.457
TMEM64	0.559	0.487	0.381
TRMT2B	0.213	0.419	0.018
TSEN2	0.478	0.196	0.727
TSKU	0.09	0.452	0.123
TSPAN6	0.429	0.506	0.06
ZBTB12	0.296	0.509	0.086
ZBTB2	0.465	0.011	0.13
ZFAND2B	0.098	0.313	0.005
ZNF138	0.313	0.612	0.508
ZNF324	0.157	0.571	0.209
